Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal
Existing Customer,49.0,M,4.0,Graduate,Married,$80K - $120K,Blue,39.0,6.0,3.0,2.0,17285.0,1853.0
Existing Customer,43.0,M,1.0,High School,Married,$60K - $80K,Blue,23.0,4.0,3.0,2.0,7189.0,1550.0
Existing Customer,36.0,F,5.0,Graduate,Married,Less than $40K,Blue,30.0,3.0,3.0,3.0,3103.0,2399.0
Existing Customer,56.0,M,3.0,Uneducated,Married,$120K +,Blue,43.0,5.0,1.0,5.0,5188.0,753.0
Existing Customer,41.0,F,4.0,Uneducated,Married,Less than $40K,Blue,33.0,5.0,2.0,3.0,2888.0,821.0
Existing Customer,49.0,M,5.0,Post-Graduate,Single,$40K - $60K,Silver,36.0,6.0,1.0,2.0,15525.0,1299.0
Existing Customer,51.0,F,3.0,Post-Graduate,Divorced,Unknown,Platinum,34.0,3.0,1.0,2.0,34516.0,1578.0
Existing Customer,47.0,F,1.0,High School,Single,Unknown,Blue,36.0,2.0,1.0,3.0,2874.0,2201.0
Existing Customer,42.0,F,2.0,Doctorate,Single,$40K - $60K,Blue,29.0,6.0,2.0,3.0,3347.0,2240.0
Existing Customer,49.0,F,3.0,Graduate,Unknown,$40K - $60K,Blue,41.0,3.0,2.0,2.0,3585.0,931.0
Existing Customer,41.0,M,4.0,Unknown,Married,$60K - $80K,Blue,36.0,5.0,3.0,2.0,1734.0,857.0
Existing Customer,42.0,M,3.0,Unknown,Married,Less than $40K,Silver,31.0,1.0,1.0,1.0,14630.0,0.0
Existing Customer,38.0,M,3.0,Graduate,Married,Less than $40K,Silver,27.0,3.0,2.0,3.0,10343.0,2070.0
Existing Customer,55.0,M,2.0,College,Single,$80K - $120K,Silver,45.0,3.0,1.0,4.0,34516.0,1433.0
Existing Customer,53.0,M,1.0,Graduate,Single,$80K - $120K,Blue,,4.0,2.0,4.0,,1463.0
Existing Customer,35.0,F,2.0,Unknown,Divorced,Unknown,Blue,31.0,2.0,2.0,2.0,19033.0,1555.0
Existing Customer,34.0,M,1.0,Unknown,Married,$40K - $60K,Blue,36.0,2.0,2.0,2.0,3995.0,2475.0
Existing Customer,46.0,M,3.0,High School,Single,$40K - $60K,Blue,42.0,3.0,2.0,1.0,8285.0,1359.0
Existing Customer,56.0,M,2.0,Graduate,Married,$80K - $120K,Blue,51.0,3.0,3.0,3.0,12186.0,1080.0
Existing Customer,43.0,M,4.0,Unknown,Married,$40K - $60K,Blue,37.0,3.0,,3.0,10800.0,1491.0
Existing Customer,65.0,M,0.0,Graduate,Single,$40K - $60K,Blue,36.0,4.0,0.0,1.0,1438.3,682.0
Existing Customer,39.0,F,1.0,Graduate,Single,Less than $40K,Silver,30.0,5.0,2.0,2.0,10190.0,891.0
Existing Customer,53.0,F,1.0,Graduate,Married,Less than $40K,Blue,32.0,4.0,2.0,3.0,7832.0,1784.0
Existing Customer,62.0,F,0.0,Graduate,Single,Unknown,Blue,36.0,5.0,2.0,4.0,2870.0,2284.0
Existing Customer,35.0,M,4.0,Graduate,Single,$60K - $80K,Blue,22.0,3.0,3.0,3.0,8717.0,719.0
Existing Customer,62.0,M,1.0,Graduate,Married,Unknown,Blue,36.0,5.0,2.0,2.0,3198.0,2308.0
Existing Customer,50.0,F,1.0,College,Single,$40K - $60K,Silver,43.0,3.0,2.0,3.0,17304.0,2517.0
Existing Customer,38.0,M,2.0,Unknown,Divorced,$80K - $120K,Blue,33.0,6.0,3.0,2.0,11777.0,1781.0
Existing Customer,37.0,M,1.0,High School,Single,$60K - $80K,Blue,26.0,4.0,3.0,2.0,7349.0,2517.0
Existing Customer,45.0,F,1.0,Doctorate,Single,Less than $40K,Blue,36.0,6.0,2.0,2.0,1438.3,0.0
Existing Customer,53.0,M,1.0,Unknown,Single,$120K +,Blue,45.0,6.0,2.0,3.0,10001.0,0.0
Existing Customer,41.0,F,3.0,High School,Married,Less than $40K,Blue,28.0,3.0,1.0,3.0,2354.0,1909.0
Existing Customer,48.0,M,4.0,Post-Graduate,Unknown,$40K - $60K,Blue,44.0,6.0,2.0,4.0,6710.0,1942.0
Existing Customer,39.0,M,3.0,High School,Single,$60K - $80K,Blue,26.0,6.0,1.0,4.0,24534.0,1475.0
Existing Customer,35.0,M,3.0,High School,Single,$80K - $120K,Blue,28.0,4.0,2.0,2.0,11521.0,1147.0
Existing Customer,38.0,F,1.0,High School,Divorced,Less than $40K,Blue,30.0,2.0,3.0,2.0,2722.0,1303.0
Existing Customer,55.0,M,2.0,Graduate,Married,$60K - $80K,Blue,50.0,5.0,2.0,4.0,2145.0,1207.0
Existing Customer,48.0,M,4.0,Graduate,Married,$60K - $80K,Blue,37.0,2.0,1.0,1.0,13197.0,0.0
Existing Customer,50.0,M,3.0,Graduate,Single,$120K +,Blue,42.0,3.0,1.0,3.0,33996.0,949.0
Existing Customer,65.0,F,0.0,High School,Single,$40K - $60K,Blue,53.0,4.0,1.0,3.0,2418.0,2205.0
Existing Customer,34.0,M,1.0,High School,Married,$60K - $80K,Blue,27.0,3.0,1.0,2.0,8063.0,2149.0
Existing Customer,46.0,F,4.0,High School,Married,Less than $40K,Blue,33.0,1.0,3.0,0.0,1896.0,1738.0
Existing Customer,28.0,M,1.0,Unknown,Single,$40K - $60K,Blue,15.0,3.0,3.0,1.0,2109.0,1542.0
Existing Customer,42.0,F,3.0,Uneducated,Single,Less than $40K,Blue,38.0,4.0,1.0,4.0,1538.0,868.0
Existing Customer,36.0,M,1.0,Graduate,Single,$120K +,Blue,20.0,3.0,2.0,2.0,34516.0,0.0
Existing Customer,36.0,M,4.0,Uneducated,Married,$80K - $120K,Blue,25.0,4.0,3.0,3.0,5846.0,1732.0
Existing Customer,39.0,F,2.0,College,Married,$40K - $60K,Blue,31.0,3.0,1.0,2.0,2901.0,2143.0
Existing Customer,47.0,M,4.0,Unknown,Married,$80K - $120K,Blue,35.0,3.0,3.0,4.0,5589.0,1430.0
Existing Customer,55.0,F,2.0,Uneducated,Married,Less than $40K,Blue,44.0,5.0,2.0,3.0,1669.0,1000.0
Existing Customer,55.0,M,3.0,Unknown,Married,$80K - $120K,Blue,47.0,4.0,2.0,3.0,3436.0,2016.0
Existing Customer,44.0,F,2.0,Uneducated,Single,Less than $40K,Blue,20.0,6.0,3.0,3.0,2084.0,1468.0
Existing Customer,48.0,F,4.0,Graduate,Single,Less than $40K,Blue,37.0,1.0,1.0,3.0,3413.0,1715.0
Existing Customer,43.0,M,4.0,Graduate,Divorced,$80K - $120K,Blue,36.0,5.0,1.0,1.0,19188.0,1622.0
Existing Customer,45.0,F,4.0,High School,Married,$40K - $60K,Blue,35.0,6.0,1.0,0.0,2919.0,1670.0
Existing Customer,47.0,M,3.0,Uneducated,Married,$60K - $80K,Blue,36.0,2.0,3.0,1.0,11919.0,2347.0
Existing Customer,44.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,28.0,3.0,1.0,2.0,11627.0,0.0
Existing Customer,43.0,M,4.0,Uneducated,Married,$60K - $80K,Silver,30.0,1.0,3.0,1.0,29856.0,1576.0
Existing Customer,58.0,F,1.0,Unknown,Married,Less than $40K,Blue,40.0,1.0,2.0,3.0,3944.0,1006.0
Existing Customer,62.0,F,0.0,Unknown,Married,Unknown,Blue,52.0,6.0,1.0,1.0,2683.0,1707.0
Existing Customer,43.0,M,3.0,Graduate,Single,Less than $40K,Blue,31.0,3.0,1.0,2.0,4098.0,1776.0
Existing Customer,52.0,F,0.0,Graduate,Unknown,$40K - $60K,Blue,42.0,4.0,3.0,2.0,2723.0,1544.0
Existing Customer,53.0,F,3.0,Graduate,Married,Less than $40K,Blue,47.0,4.0,1.0,2.0,1562.0,751.0
Existing Customer,49.0,F,1.0,Uneducated,Divorced,Less than $40K,Blue,36.0,2.0,3.0,2.0,1838.0,0.0
Existing Customer,47.0,M,,Graduate,Married,$40K - $60K,Blue,42.0,2.0,3.0,3.0,2430.0,1657.0
Existing Customer,53.0,F,3.0,Doctorate,Married,Less than $40K,Blue,33.0,6.0,2.0,1.0,2255.0,1647.0
Existing Customer,39.0,M,2.0,Unknown,Married,$60K - $80K,Blue,19.0,3.0,3.0,2.0,3047.0,2150.0
Existing Customer,48.0,M,2.0,Graduate,Single,$60K - $80K,Blue,40.0,4.0,5.0,4.0,14951.0,1413.0
Existing Customer,40.0,F,3.0,Uneducated,Divorced,,Blue,28.0,3.0,1.0,3.0,6608.0,2270.0
Existing Customer,58.0,F,2.0,Graduate,Married,Less than $40K,Blue,39.0,3.0,4.0,3.0,4608.0,1077.0
Existing Customer,42.0,M,3.0,High School,Divorced,$80K - $120K,Blue,37.0,6.0,3.0,3.0,27310.0,0.0
Existing Customer,41.0,M,3.0,Graduate,Single,$80K - $120K,Blue,26.0,4.0,3.0,2.0,11806.0,1811.0
Existing Customer,36.0,F,2.0,High School,Single,Less than $40K,Blue,36.0,6.0,2.0,5.0,8087.0,1263.0
Existing Customer,62.0,M,2.0,Graduate,Single,Less than $40K,Blue,48.0,6.0,3.0,2.0,5844.0,2013.0
Existing Customer,48.0,F,2.0,Graduate,Single,Less than $40K,Blue,38.0,2.0,1.0,2.0,8881.0,1901.0
Existing Customer,63.0,M,1.0,Unknown,Married,$60K - $80K,Blue,56.0,3.0,3.0,2.0,10215.0,1010.0
Existing Customer,39.0,F,3.0,College,Married,Less than $40K,Blue,36.0,4.0,2.0,0.0,2279.0,1529.0
Existing Customer,48.0,F,5.0,High School,Married,$40K - $60K,Blue,36.0,3.0,2.0,1.0,1610.0,0.0
Existing Customer,54.0,F,1.0,High School,Married,Less than $40K,Blue,42.0,3.0,5.0,4.0,2474.0,1539.0
Existing Customer,43.0,M,3.0,Unknown,Single,$120K +,Blue,30.0,4.0,2.0,3.0,11926.0,1766.0
Existing Customer,37.0,M,2.0,Unknown,Single,$40K - $60K,Blue,28.0,4.0,4.0,3.0,2394.0,0.0
Existing Customer,41.0,F,4.0,Graduate,Married,$40K - $60K,Blue,33.0,6.0,3.0,2.0,6230.0,1173.0
Existing Customer,43.0,,3.0,Graduate,Married,$40K - $60K,Blue,33.0,6.0,2.0,3.0,4343.0,0.0
Existing Customer,45.0,F,2.0,Uneducated,Married,Less than $40K,Blue,27.0,1.0,2.0,2.0,2490.0,1059.0
Existing Customer,49.0,M,2.0,Graduate,Single,$60K - $80K,Gold,45.0,2.0,3.0,1.0,34516.0,913.0
Existing Customer,64.0,F,0.0,Graduate,Married,Less than $40K,Blue,51.0,6.0,3.0,1.0,4920.0,1142.0
Existing Customer,35.0,F,3.0,Graduate,Single,Less than $40K,Blue,23.0,6.0,3.0,1.0,2211.0,1370.0
Existing Customer,55.0,F,3.0,Graduate,Single,Unknown,Blue,44.0,6.0,6.0,3.0,2553.0,1823.0
Existing Customer,50.0,F,1.0,Uneducated,Married,Less than $40K,Blue,43.0,6.0,3.0,4.0,1438.3,
Existing Customer,44.0,F,2.0,High School,Single,Less than $40K,Blue,36.0,5.0,3.0,4.0,8685.0,0.0
Existing Customer,49.0,F,1.0,Unknown,Married,Less than $40K,Silver,40.0,2.0,3.0,2.0,13411.0,1736.0
Existing Customer,53.0,F,2.0,High School,Single,Less than $40K,Blue,49.0,1.0,2.0,3.0,9678.0,1710.0
Existing Customer,40.0,F,3.0,High School,Single,Less than $40K,Gold,36.0,3.0,2.0,3.0,15534.0,726.0
Existing Customer,52.0,F,1.0,Unknown,Married,$40K - $60K,Blue,39.0,3.0,2.0,1.0,1438.3,635.0
Existing Customer,53.0,F,4.0,Graduate,Single,Unknown,Gold,41.0,5.0,1.0,2.0,34516.0,2374.0
Existing Customer,43.0,F,2.0,Graduate,Single,Less than $40K,Blue,36.0,1.0,2.0,2.0,3226.0,2145.0
Existing Customer,55.0,M,2.0,High School,Married,$80K - $120K,Blue,36.0,3.0,2.0,3.0,6514.0,2258.0
Existing Customer,39.0,F,3.0,Graduate,Single,Less than $40K,Blue,,4.0,3.0,4.0,1438.3,0.0
Existing Customer,32.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,4.0,3.0,3.0,9550.0,2517.0
Existing Customer,64.0,M,0.0,Unknown,Married,Less than $40K,Blue,56.0,6.0,1.0,0.0,2215.0,1915.0
Existing Customer,48.0,F,2.0,Graduate,Married,Less than $40K,Silver,35.0,5.0,2.0,2.0,13994.0,0.0
Existing Customer,47.0,M,4.0,Graduate,Married,$80K - $120K,Blue,34.0,6.0,3.0,3.0,18178.0,0.0
Existing Customer,38.0,F,1.0,Graduate,Single,$40K - $60K,Blue,36.0,4.0,2.0,2.0,2358.0,1965.0
Existing Customer,40.0,M,3.0,Unknown,Single,$60K - $80K,Blue,34.0,2.0,2.0,1.0,9594.0,2517.0
Existing Customer,40.0,F,2.0,High School,Married,Less than $40K,Blue,28.0,1.0,3.0,3.0,2734.0,1661.0
Existing Customer,58.0,F,1.0,Unknown,Single,$40K - $60K,Blue,53.0,3.0,3.0,1.0,6960.0,1536.0
Existing Customer,50.0,M,2.0,Unknown,Married,$120K +,Gold,35.0,4.0,5.0,3.0,34516.0,668.0
Existing Customer,53.0,M,3.0,Unknown,Single,$80K - $120K,Blue,43.0,4.0,3.0,4.0,34516.0,1084.0
Existing Customer,49.0,F,0.0,Post-Graduate,Married,Less than $40K,Blue,36.0,6.0,3.0,3.0,3007.0,2517.0
Existing Customer,53.0,F,3.0,High School,Married,Unknown,Blue,36.0,4.0,2.0,4.0,11098.0,821.0
Existing Customer,37.0,M,1.0,Uneducated,Married,$120K +,Blue,17.0,1.0,1.0,3.0,34516.0,0.0
Existing Customer,34.0,M,1.0,College,Unknown,$40K - $60K,Blue,20.0,2.0,1.0,3.0,7452.0,1656.0
Existing Customer,44.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,1.0,3.0,4066.0,1028.0
Existing Customer,49.0,F,5.0,Post-Graduate,Unknown,$40K - $60K,Blue,39.0,3.0,1.0,4.0,4568.0,0.0
Existing Customer,59.0,F,2.0,High School,Single,Unknown,Blue,52.0,4.0,2.0,4.0,3578.0,663.0
Existing Customer,56.0,F,3.0,Graduate,Married,Less than $40K,Blue,45.0,6.0,2.0,3.0,2235.0,0.0
Existing Customer,49.0,F,2.0,Unknown,Married,Less than $40K,Blue,36.0,5.0,3.0,3.0,1438.3,863.0
Existing Customer,44.0,M,4.0,Unknown,Divorced,$60K - $80K,Blue,29.0,4.0,2.0,2.0,,0.0
Existing Customer,47.0,M,4.0,High School,Single,$40K - $60K,Silver,32.0,3.0,3.0,4.0,18535.0,1192.0
Existing Customer,58.0,M,4.0,Graduate,Married,$120K +,Silver,45.0,4.0,2.0,3.0,34516.0,0.0
Existing Customer,54.0,F,1.0,College,Married,Unknown,Blue,43.0,3.0,3.0,2.0,5839.0,2130.0
Existing Customer,59.0,F,0.0,Post-Graduate,Married,Less than $40K,Blue,49.0,5.0,2.0,3.0,1479.0,601.0
Existing Customer,46.0,M,2.0,Graduate,Married,Less than $40K,Blue,39.0,3.0,3.0,3.0,4752.0,1400.0
Existing Customer,38.0,M,1.0,Graduate,Unknown,$80K - $120K,Blue,36.0,3.0,3.0,4.0,26792.0,1671.0
Existing Customer,59.0,F,1.0,Uneducated,Married,$40K - $60K,Blue,36.0,2.0,2.0,3.0,3720.0,1569.0
Existing Customer,26.0,M,1.0,Unknown,Single,Less than $40K,Blue,20.0,6.0,3.0,2.0,2590.0,1748.0
Existing Customer,46.0,M,2.0,High School,Single,$40K - $60K,Blue,41.0,3.0,3.0,2.0,3150.0,1543.0
Existing Customer,41.0,M,3.0,Graduate,Married,$120K +,Blue,36.0,2.0,3.0,2.0,6565.0,1130.0
Existing Customer,39.0,M,3.0,Graduate,Married,$60K - $80K,Blue,33.0,4.0,3.0,2.0,3477.0,1875.0
Existing Customer,55.0,F,2.0,Graduate,Married,$40K - $60K,Blue,46.0,6.0,1.0,4.0,2894.0,2077.0
Existing Customer,54.0,M,1.0,Unknown,Single,$80K - $120K,Blue,36.0,6.0,2.0,2.0,30011.0,1232.0
Existing Customer,63.0,F,2.0,Graduate,Married,Less than $40K,Blue,52.0,5.0,2.0,3.0,2689.0,2101.0
Existing Customer,38.0,F,4.0,Uneducated,Single,Less than $40K,Blue,30.0,4.0,1.0,0.0,2569.0,1605.0
Existing Customer,58.0,M,2.0,Graduate,Married,Less than $40K,Blue,48.0,4.0,1.0,0.0,2774.0,0.0
Existing Customer,47.0,F,3.0,Unknown,Single,Unknown,Blue,40.0,1.0,3.0,0.0,7114.0,1637.0
Existing Customer,52.0,F,1.0,Uneducated,Single,Unknown,Blue,40.0,5.0,1.0,3.0,2259.0,1721.0
Existing Customer,41.0,F,2.0,Graduate,Unknown,$40K - $60K,Blue,29.0,6.0,2.0,3.0,4663.0,0.0
Existing Customer,47.0,F,4.0,Uneducated,Single,$40K - $60K,Blue,33.0,3.0,2.0,1.0,9148.0,561.0
Existing Customer,52.0,F,3.0,Graduate,Single,Less than $40K,Silver,34.0,3.0,2.0,2.0,13109.0,1375.0
Existing Customer,44.0,M,3.0,High School,Single,$120K +,Silver,36.0,1.0,2.0,2.0,34516.0,1106.0
Existing Customer,35.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,5.0,2.0,2.0,4408.0,1463.0
Existing Customer,52.0,M,2.0,High School,Single,$80K - $120K,Silver,40.0,3.0,3.0,3.0,34516.0,2177.0
Existing Customer,50.0,F,3.0,Post-Graduate,Divorced,$40K - $60K,Blue,39.0,3.0,2.0,2.0,3028.0,1339.0
Existing Customer,46.0,F,4.0,Uneducated,Single,Unknown,Blue,36.0,5.0,1.0,4.0,3818.0,0.0
Existing Customer,53.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,36.0,4.0,3.0,1.0,2611.0,787.0
Existing Customer,49.0,M,2.0,Post-Graduate,Married,$60K - $80K,Blue,37.0,5.0,3.0,3.0,2608.0,1589.0
Existing Customer,37.0,M,2.0,Graduate,Single,$60K - $80K,Blue,28.0,2.0,6.0,1.0,7349.0,
Existing Customer,58.0,M,4.0,Uneducated,Single,$40K - $60K,Silver,50.0,5.0,2.0,3.0,18431.0,902.0
Existing Customer,47.0,M,3.0,College,Married,$60K - $80K,Blue,36.0,5.0,1.0,3.0,4284.0,1900.0
Existing Customer,46.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,36.0,5.0,3.0,4.0,5090.0,1650.0
Existing Customer,53.0,F,3.0,Graduate,Married,Less than $40K,Blue,35.0,4.0,3.0,1.0,3390.0,2180.0
Existing Customer,39.0,M,5.0,Uneducated,Married,$40K - $60K,Blue,36.0,4.0,2.0,3.0,1438.3,0.0
Existing Customer,51.0,F,3.0,Graduate,Married,$40K - $60K,Blue,36.0,3.0,3.0,3.0,1565.0,944.0
Existing Customer,56.0,M,2.0,,Single,$80K - $120K,Blue,46.0,3.0,3.0,5.0,12540.0,1696.0
Existing Customer,53.0,M,1.0,Graduate,Unknown,$60K - $80K,Silver,44.0,5.0,2.0,1.0,26365.0,680.0
Existing Customer,40.0,F,4.0,High School,Single,Less than $40K,Blue,36.0,2.0,1.0,3.0,3961.0,1531.0
Existing Customer,47.0,F,1.0,High School,Married,Unknown,Blue,41.0,3.0,2.0,3.0,2950.0,1642.0
Existing Customer,37.0,M,1.0,Graduate,Single,$60K - $80K,Blue,27.0,4.0,1.0,3.0,4288.0,2349.0
Existing Customer,43.0,F,4.0,Unknown,Single,Unknown,Blue,28.0,2.0,2.0,1.0,2838.0,1934.0
Existing Customer,50.0,F,1.0,Graduate,Single,Less than $40K,Blue,36.0,4.0,1.0,3.0,5012.0,2242.0
Existing Customer,52.0,M,2.0,High School,Married,$120K +,Blue,36.0,5.0,1.0,2.0,2981.0,1358.0
Existing Customer,36.0,M,4.0,Graduate,Single,$80K - $120K,Blue,36.0,5.0,3.0,2.0,10216.0,1822.0
Existing Customer,55.0,M,3.0,Uneducated,Single,$120K +,Blue,48.0,5.0,2.0,2.0,3088.0,1743.0
Existing Customer,46.0,F,4.0,Graduate,Married,Less than $40K,Blue,38.0,3.0,3.0,2.0,1485.0,736.0
Existing Customer,50.0,F,3.0,Uneducated,Married,Less than $40K,Blue,34.0,2.0,2.0,2.0,4060.0,2336.0
Existing Customer,48.0,F,3.0,High School,Married,Less than $40K,Blue,36.0,4.0,1.0,2.0,3716.0,0.0
Existing Customer,55.0,M,1.0,Graduate,Married,$40K - $60K,Blue,36.0,2.0,1.0,2.0,3705.0,1355.0
Existing Customer,56.0,F,2.0,Uneducated,Single,Less than $40K,Blue,39.0,1.0,2.0,3.0,8767.0,1684.0
Existing Customer,42.0,F,5.0,Uneducated,,Unknown,Blue,29.0,3.0,2.0,3.0,1840.0,1267.0
Existing Customer,50.0,F,3.0,High School,Single,Less than $40K,Blue,38.0,6.0,3.0,2.0,2775.0,1475.0
Existing Customer,56.0,F,3.0,High School,Married,Less than $40K,Blue,37.0,6.0,1.0,3.0,4008.0,1650.0
Existing Customer,38.0,M,3.0,High School,Single,$60K - $80K,Silver,33.0,6.0,1.0,2.0,34516.0,1793.0
Existing Customer,44.0,F,2.0,Unknown,Single,Less than $40K,Blue,32.0,3.0,1.0,4.0,6472.0,2128.0
Existing Customer,50.0,F,0.0,High School,Unknown,Less than $40K,Blue,36.0,3.0,2.0,1.0,2242.0,888.0
Existing Customer,48.0,M,2.0,Uneducated,Single,$40K - $60K,Blue,44.0,3.0,1.0,2.0,9673.0,0.0
Existing Customer,45.0,M,3.0,Doctorate,Single,$80K - $120K,Blue,36.0,6.0,2.0,4.0,9086.0,1254.0
Existing Customer,49.0,M,3.0,Unknown,Unknown,$120K +,Blue,44.0,5.0,2.0,2.0,21620.0,2008.0
Existing Customer,52.0,M,3.0,Graduate,Single,$80K - $120K,Blue,47.0,1.0,3.0,3.0,25410.0,0.0
Existing Customer,43.0,F,2.0,College,Married,Less than $40K,Blue,37.0,3.0,3.0,1.0,5380.0,1337.0
Existing Customer,60.0,M,0.0,High School,Married,$60K - $80K,Blue,54.0,6.0,1.0,2.0,9592.0,1968.0
Existing Customer,40.0,F,3.0,Doctorate,Married,Less than $40K,Blue,30.0,6.0,3.0,2.0,3125.0,2041.0
Existing Customer,51.0,F,3.0,Unknown,Married,Less than $40K,Blue,30.0,3.0,2.0,0.0,6006.0,1576.0
Existing Customer,57.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,38.0,5.0,3.0,3.0,2472.0,2457.0
Existing Customer,59.0,M,1.0,Uneducated,Single,Less than $40K,Blue,53.0,5.0,5.0,4.0,2192.0,1569.0
Existing Customer,50.0,M,4.0,Graduate,Married,$60K - $80K,Blue,34.0,5.0,1.0,1.0,18142.0,0.0
Existing Customer,48.0,M,3.0,Graduate,Married,$40K - $60K,Blue,33.0,3.0,1.0,2.0,6223.0,2126.0
Existing Customer,58.0,F,1.0,High School,Married,Less than $40K,Blue,43.0,4.0,1.0,4.0,1957.0,1152.0
Existing Customer,54.0,M,1.0,College,Married,$80K - $120K,Blue,48.0,,1.0,5.0,12169.0,1935.0
Existing Customer,59.0,M,0.0,Graduate,Married,$40K - $60K,Blue,53.0,3.0,2.0,3.0,4241.0,0.0
Existing Customer,44.0,M,3.0,Graduate,Married,$40K - $60K,Blue,27.0,4.0,2.0,3.0,10747.0,1603.0
Existing Customer,45.0,M,2.0,Post-Graduate,Married,$60K - $80K,Blue,36.0,1.0,2.0,2.0,5945.0,2015.0
Existing Customer,33.0,F,0.0,Graduate,Married,Unknown,Blue,36.0,4.0,2.0,4.0,2613.0,1599.0
Existing Customer,30.0,M,0.0,College,Married,$60K - $80K,Blue,25.0,2.0,3.0,1.0,19534.0,0.0
Existing Customer,43.0,F,1.0,Graduate,Divorced,Unknown,Blue,30.0,5.0,3.0,3.0,9535.0,660.0
Existing Customer,39.0,F,1.0,College,Married,Less than $40K,Blue,22.0,3.0,1.0,2.0,3214.0,2257.0
Existing Customer,49.0,M,4.0,High School,Married,$80K - $120K,Blue,40.0,2.0,3.0,2.0,7667.0,2191.0
Existing Customer,51.0,M,1.0,High School,Single,$80K - $120K,Blue,45.0,6.0,1.0,3.0,13287.0,1864.0
Existing Customer,53.0,M,1.0,Graduate,Married,$80K - $120K,Blue,47.0,3.0,3.0,1.0,2540.0,1859.0
Existing Customer,43.0,M,3.0,Unknown,Married,$120K +,Silver,33.0,5.0,2.0,3.0,34516.0,1844.0
Existing Customer,48.0,F,3.0,Post-Graduate,Married,Less than $40K,Blue,35.0,3.0,3.0,3.0,2640.0,2133.0
Existing Customer,37.0,F,2.0,High School,Single,$40K - $60K,Blue,27.0,4.0,,2.0,2204.0,919.0
Existing Customer,46.0,F,2.0,Unknown,Married,Less than $40K,Blue,36.0,5.0,2.0,3.0,5258.0,1994.0
Existing Customer,48.0,M,2.0,High School,Married,Less than $40K,Silver,36.0,2.0,2.0,2.0,14581.0,2517.0
Existing Customer,35.0,M,2.0,High School,Single,$120K +,Blue,36.0,4.0,2.0,3.0,27389.0,1250.0
Existing Customer,37.0,M,3.0,High School,Married,$40K - $60K,Blue,36.0,3.0,3.0,3.0,2523.0,2481.0
Existing Customer,36.0,M,3.0,Uneducated,Married,$40K - $60K,,25.0,6.0,2.0,4.0,3645.0,2517.0
Existing Customer,42.0,M,4.0,Uneducated,Divorced,$60K - $80K,Blue,32.0,4.0,1.0,2.0,5504.0,0.0
Existing Customer,46.0,F,2.0,Graduate,Married,Less than $40K,Blue,40.0,6.0,4.0,2.0,1438.3,510.0
Existing Customer,56.0,M,2.0,Unknown,Married,$60K - $80K,Blue,49.0,3.0,3.0,3.0,4058.0,793.0
Existing Customer,53.0,M,3.0,High School,Single,$80K - $120K,Blue,42.0,6.0,3.0,3.0,18531.0,1548.0
Existing Customer,45.0,F,4.0,High School,Married,Less than $40K,Blue,36.0,5.0,2.0,2.0,2225.0,0.0
Existing Customer,52.0,F,4.0,Uneducated,Single,Less than $40K,Blue,36.0,5.0,1.0,4.0,2936.0,2181.0
Existing Customer,53.0,F,1.0,Graduate,Married,Unknown,Blue,42.0,2.0,1.0,3.0,4637.0,0.0
Existing Customer,48.0,F,4.0,High School,Married,Unknown,Blue,44.0,1.0,2.0,1.0,2625.0,2517.0
Existing Customer,46.0,M,4.0,Graduate,Single,$60K - $80K,Blue,38.0,3.0,3.0,2.0,4335.0,2480.0
Existing Customer,60.0,M,1.0,Graduate,Single,$80K - $120K,Blue,55.0,6.0,2.0,1.0,11524.0,0.0
Existing Customer,43.0,M,3.0,High School,Married,$60K - $80K,Blue,36.0,3.0,3.0,1.0,9560.0,0.0
Existing Customer,41.0,M,5.0,Unknown,Married,$80K - $120K,Blue,31.0,3.0,3.0,1.0,12114.0,1379.0
Existing Customer,58.0,M,3.0,High School,Single,$120K +,Blue,53.0,4.0,1.0,2.0,6103.0,1798.0
Existing Customer,44.0,M,4.0,Graduate,Divorced,$60K - $80K,Blue,32.0,6.0,3.0,2.0,11651.0,1368.0
Existing Customer,59.0,M,1.0,Graduate,Single,$40K - $60K,Blue,53.0,4.0,3.0,2.0,2136.0,1502.0
Existing Customer,54.0,M,1.0,High School,Married,$80K - $120K,Blue,42.0,5.0,3.0,2.0,1618.0,668.0
Existing Customer,54.0,F,2.0,High School,Married,Unknown,Blue,47.0,2.0,3.0,3.0,1997.0,0.0
Existing Customer,55.0,M,4.0,Graduate,Single,$120K +,Silver,36.0,2.0,2.0,3.0,34516.0,2443.0
Existing Customer,34.0,F,3.0,College,Divorced,Less than $40K,Blue,27.0,3.0,3.0,2.0,4274.0,2517.0
Existing Customer,42.0,F,3.0,High School,Single,Less than $40K,Blue,37.0,1.0,3.0,1.0,3787.0,824.0
