STA,YR,MO,DA,MAX,MIN
31701,45,1,8,82.0,60.0
80412,44,1,9,88.0,75.0
81601,45,2,1,88.0,74.0
10705,44,1,17,89.0,73.0
22502,40,3,13,78.0,60.0
11501,45,2,17,84.0,73.0
80425,45,4,16,89.0,70.0
22504,43,4,23,83.0,69.0
32701,43,4,13,91.0,69.0
33109,44,12,23,55.0,44.0
50302,45,1,22,88.0,74.0
82502,43,9,26,78.0,58.0
61502,44,5,28,85.0,74.0
33109,43,12,6,70.0,51.0
50801,42,11,11,72.0,67.0
32504,45,8,20,95.0,73.0
16202,42,8,28,53.0,40.0
10502,42,10,23,90.0,70.0
61501,44,1,16,86.0,76.0
31302,44,3,4,77.0,48.0
31001,45,4,12,101.0,72.0
10102,42,12,20,88.0,71.0
31501,43,11,3,90.0,68.0
31701,45,2,13,91.0,64.0
10718,45,6,18,88.0,73.0
16405,44,12,16,44.0,28.0
10701,43,11,6,88.0,72.0
32602,45,3,31,78.0,61.0
10804,44,5,25,90.0,72.0
11704,42,6,30,92.0,72.0
33401,44,7,8,114.0,82.0
22509,41,6,16,85.0,70.0
32803,44,5,19,99.0,75.0
81702,44,9,28,86.0,70.0
60701,45,6,23,90.0,78.0
82405,45,7,27,72.0,59.0
82403,44,9,7,88.0,63.0
11601,43,3,21,82.0,71.0
22502,40,3,8,81.0,60.0
16201,45,8,8,53.0,48.0
11604,45,6,19,86.0,79.0
34002,44,5,31,71.0,60.0
21501,45,6,21,80.0,68.0
22504,40,4,13,85.0,72.0
16504,43,11,18,21.0,10.0
82403,43,8,12,71.0,48.0
81702,45,10,28,88.0,68.0
13601,42,3,10,69.0,60.0
10701,40,3,26,91.0,73.0
11901,43,11,24,69.0,51.0
16407,43,8,26,60.0,41.0
13007,44,7,17,84.0,64.0
50403,44,12,8,91.0,76.0
82506,45,11,8,83.0,66.0
82403,42,11,23,94.0,67.0
50802,45,10,10,76.0,59.0
16504,44,9,14,43.0,33.0
32907,44,12,15,78.0,53.0
16504,45,5,29,50.0,32.0
16405,44,9,29,43.0,30.0
11606,45,4,14,85.0,76.0
31302,45,5,5,80.0,50.0
32701,42,8,29,86.0,77.0
33406,45,6,11,92.0,52.0
60701,45,7,25,89.0,80.0
12702,44,4,24,83.0,76.0
32803,43,9,18,91.0,79.0
16202,44,2,5,44.0,29.0
82405,43,7,27,70.0,41.0
33031,44,10,10,77.0,54.0
11101,44,1,19,84.0,63.0
11901,45,8,17,74.0,60.0
61502,43,8,19,84.0,75.0
11704,42,10,6,89.0,71.0
80411,45,3,4,90.0,74.0
10804,42,11,16,80.0,73.0
16504,43,3,3,22.0,1.0
31001,45,6,7,100.0,76.0
50802,45,7,5,77.0,63.0
22508,41,11,17,83.0,67.0
22504,44,1,16,80.0,66.0
22508,45,5,28,82.0,64.0
33305,45,6,2,92.0,60.0
11606,44,9,25,89.0,79.0
31701,45,4,20,91.0,67.0
31302,44,5,27,79.0,59.0
31101,45,2,14,89.0,56.0
50304,44,1,7,84.0,73.0
11901,43,6,11,79.0,61.0
11606,44,2,21,84.0,70.0
31501,44,4,2,95.0,70.0
31501,44,8,15,81.0,72.0
50301,44,7,10,77.0,72.0
16504,43,12,20,10.0,-15.0
11610,43,8,23,89.0,73.0
12801,44,10,18,79.0,74.0
50403,45,9,28,88.0,74.0
33117,43,8,16,90.0,73.0
50302,43,7,25,87.0,70.0
22504,41,5,12,82.0,68.0
80425,44,8,29,84.0,72.0
11501,45,7,6,86.0,74.0
10701,42,12,24,90.0,68.0
13002,45,8,6,74.0,68.0
10502,45,1,28,88.0,68.0
33031,45,9,30,78.0,60.0
16407,42,7,25,47.0,32.0
11601,43,3,29,81.0,75.0
33109,44,5,20,80.0,65.0
10701,45,9,21,88.0,75.0
34013,44,11,24,61.0,42.0
10804,45,9,14,87.0,73.0
41207,45,3,29,95.0,70.0
12702,44,12,2,80.0,72.0
13007,44,12,3,61.0,38.0
33023,45,10,23,77.0,56.0
22509,41,4,6,82.0,70.0
11610,42,8,2,88.0,72.0
11101,44,4,28,75.0,66.0
20501,43,5,10,86.0,77.0
11601,42,11,27,88.0,78.0
20501,44,7,8,88.0,78.0
32803,44,10,3,82.0,71.0
82503,44,9,18,77.0,45.0
10718,43,11,15,87.0,75.0
81702,43,2,24,87.0,70.0
62701,43,6,21,79.0,64.0
10703,44,7,23,85.0,79.0
81702,44,12,10,85.0,72.0
80412,44,1,14,90.0,74.0
31302,44,9,17,77.0,50.0
32904,43,10,19,86.0,69.0
10705,44,12,20,88.0,71.0
33305,44,9,11,106.0,70.0
22508,41,3,24,77.0,63.0
81702,44,10,11,85.0,71.0
12101,44,12,29,70.0,48.0
11101,43,12,15,76.0,61.0
34150,45,2,26,60.0,36.0
22508,42,1,26,80.0,63.0
32801,44,1,9,74.0,56.0
82502,43,7,16,66.0,36.0
12701,44,5,11,84.0,66.0
13201,44,10,26,69.0,58.0
81601,45,8,10,81.0,73.0
10804,45,3,31,93.0,70.0
20501,42,7,27,83.0,76.0
11601,45,6,30,88.0,78.0
50401,43,9,27,87.0,70.0
22508,44,7,9,79.0,67.0
34139,45,1,22,42.0,24.0
82502,44,8,31,84.0,43.0
11606,44,7,25,91.0,79.0
16101,44,5,3,47.0,23.0
34104,45,10,2,71.0,49.0
20602,45,4,16,84.0,76.0
81702,45,10,12,91.0,70.0
50401,43,6,3,85.0,72.0
33117,44,8,7,85.0,73.0
50301,44,4,26,85.0,74.0
11610,45,10,8,87.0,72.0
33401,44,7,27,114.0,85.0
10001,43,3,9,89.0,75.0
81702,42,9,15,86.0,69.0
22508,45,6,23,82.0,67.0
31302,45,4,25,81.0,53.0
33014,43,11,27,60.0,48.0
32801,44,6,18,94.0,73.0
16405,43,8,17,56.0,40.0
33044,43,3,3,66.0,32.0
20501,41,12,14,88.0,79.0
33501,45,11,1,65.0,49.0
31701,43,8,25,86.0,70.0
82503,45,4,22,85.0,64.0
33014,43,11,30,60.0,50.0
11604,41,11,17,86.0,79.0
10806,43,9,20,77.0,59.0
10502,44,8,13,91.0,70.0
33406,45,5,21,78.0,35.0
33003,44,6,30,86.0,65.0
50303,43,12,5,86.0,72.0
33501,45,3,6,67.0,45.0
33031,44,3,23,64.0,50.0
10002,43,7,18,79.0,76.0
10704,45,7,30,82.0,74.0
82503,44,2,12,88.0,70.0
11604,44,5,1,83.0,73.0
12702,44,3,5,84.0,74.0
32801,45,8,11,98.0,84.0
10701,45,3,10,92.0,74.0
33401,45,9,18,106.0,69.0
10505,44,5,2,82.0,73.0
13007,44,9,8,83.0,61.0
22504,45,3,21,83.0,70.0
81404,43,6,1,87.0,75.0
11501,45,1,3,82.0,71.0
34113,45,4,16,75.0,54.0
22504,40,8,22,86.0,76.0
11701,45,3,25,88.0,71.0
33117,44,6,23,82.0,66.0
31501,43,10,3,82.0,70.0
13005,44,2,19,61.0,33.0
34013,45,2,2,58.0,40.0
13007,43,10,2,78.0,51.0
10718,44,7,6,89.0,73.0
50301,43,12,5,87.0,73.0
50403,44,6,9,88.0,72.0
33205,45,10,2,81.0,65.0
34113,45,4,11,71.0,48.0
32805,43,8,20,92.0,78.0
31701,45,6,8,84.0,66.0
32907,45,5,25,82.0,68.0
10502,43,8,20,92.0,72.0
32801,45,6,6,112.0,83.0
22504,40,8,7,86.0,76.0
11606,45,8,25,84.0,72.0
33023,45,11,19,75.0,59.0
10101,44,8,2,80.0,75.0
81601,43,8,19,83.0,71.0
32801,42,11,18,87.0,60.0
34150,45,10,10,73.0,47.0
22509,40,9,7,85.0,74.0
33401,45,2,9,56.0,45.0
33031,43,8,28,81.0,61.0
12702,45,7,27,89.0,80.0
33109,44,2,21,54.0,40.0
11604,45,2,4,79.0,74.0
10705,43,12,25,92.0,71.0
32701,44,1,3,75.0,44.0
11701,42,7,31,95.0,72.0
10807,45,10,24,83.0,71.0
22504,42,2,7,84.0,65.0
33109,44,12,15,60.0,41.0
10102,43,12,15,86.0,70.0
31001,44,4,25,102.0,81.0
13601,43,6,5,81.0,74.0
33013,44,11,21,62.0,41.0
34104,44,4,15,75.0,47.0
32501,43,12,2,80.0,64.0
11701,43,9,29,91.0,71.0
33109,45,11,13,62.0,53.0
82403,42,11,28,100.0,80.0
15027,45,3,6,48.0,44.0
80510,45,5,31,88.0,75.0
12801,43,11,13,79.0,66.0
34113,44,4,3,62.0,42.0
33031,43,5,1,64.0,58.0
34113,44,10,2,72.0,55.0
16405,44,11,13,15.0,3.0
16407,44,2,21,31.0,24.0
11606,45,3,22,84.0,75.0
11103,44,6,14,86.0,77.0
11103,45,8,21,88.0,77.0
82503,44,2,20,84.0,70.0
12702,45,1,18,79.0,72.0
16405,44,8,6,65.0,44.0
22502,42,4,17,74.0,64.0
33019,43,12,24,58.0,40.0
34113,45,9,25,66.0,55.0
13601,45,12,25,63.0,56.0
33401,44,10,30,95.0,60.0
11601,44,3,12,82.0,72.0
81601,44,4,2,84.0,71.0
34104,45,4,23,70.0,46.0
22502,45,2,9,82.0,66.0
33014,44,6,6,84.0,59.0
33109,45,11,12,64.0,53.0
34002,44,7,15,76.0,68.0
50403,43,6,23,86.0,75.0
10803,41,4,15,95.0,76.0
50802,43,9,17,80.0,64.0
33117,44,9,26,79.0,66.0
82503,44,10,9,82.0,52.0
10102,44,8,31,86.0,73.0
32801,42,8,20,88.0,77.0
16504,41,12,28,18.0,10.0
22502,43,3,11,74.0,64.0
32503,44,5,18,104.0,80.0
33401,44,1,25,59.0,47.0
31701,45,11,25,79.0,55.0
10703,44,4,18,82.0,77.0
22504,41,1,18,80.0,65.0
10502,42,8,26,90.0,71.0
16407,44,12,4,18.0,15.0
42401,45,7,30,87.0,81.0
81702,43,8,29,88.0,66.0
10804,45,1,28,89.0,67.0
32904,44,9,6,88.0,76.0
22502,40,11,28,81.0,71.0
50302,44,12,27,90.0,74.0
33023,44,6,10,84.0,64.0
42401,45,4,3,72.0,68.0
13002,43,1,17,64.0,54.0
50801,44,5,4,79.0,71.0
50802,45,5,24,80.0,61.0
12701,43,12,14,86.0,62.0
10705,44,11,7,90.0,75.0
20602,45,6,3,85.0,76.0
11606,44,2,10,85.0,72.0
81404,44,7,10,84.0,75.0
16504,43,10,12,18.0,4.0
80509,44,7,7,84.0,72.0
13002,45,12,29,64.0,46.0
13601,44,2,15,70.0,63.0
61501,44,12,22,85.0,78.0
40601,45,6,14,87.0,78.0
11604,44,9,14,87.0,75.0
10803,41,1,17,87.0,77.0
33014,44,9,9,81.0,60.0
33406,45,5,29,85.0,49.0
32601,45,12,3,86.0,56.0
41207,45,7,10,90.0,74.0
13201,45,9,18,75.0,56.0
33023,43,7,17,98.0,66.0
34109,44,2,23,49.0,34.0
33117,44,6,26,80.0,65.0
10803,41,11,16,88.0,77.0
16407,45,12,5,32.0,26.0
31701,45,9,23,85.0,64.0
80412,45,1,17,91.0,74.0
10701,42,7,21,84.0,75.0
12702,44,4,19,83.0,76.0
22508,40,5,27,82.0,65.0
81702,43,6,18,82.0,66.0
10806,45,5,12,84.0,61.0
33044,44,1,30,64.0,23.0
33303,44,1,13,67.0,48.0
50401,44,1,26,82.0,73.0
33111,43,11,9,69.0,50.0
12001,45,5,6,94.0,60.0
20501,44,4,28,86.0,76.0
50303,44,9,27,83.0,74.0
40601,45,4,30,91.0,80.0
31701,44,10,9,87.0,68.0
15027,45,8,27,78.0,51.0
32904,44,1,22,73.0,52.0
10002,44,7,19,81.0,77.0
34104,45,4,25,70.0,46.0
10001,42,8,20,75.0,69.0
50302,45,2,5,90.0,74.0
33109,44,3,31,59.0,54.0
16407,45,11,29,23.0,17.0
81404,44,8,27,82.0,69.0
22502,45,2,4,80.0,56.0
11801,44,6,25,86.0,73.0
40601,45,12,1,87.0,79.0
32702,44,1,1,76.0,49.0
50303,45,7,18,81.0,71.0
13601,43,4,23,69.0,62.0
22508,42,4,4,75.0,62.0
80509,44,12,8,86.0,72.0
16405,43,2,27,15.0,-10.0
33405,45,4,1,74.0,51.0
10705,44,6,11,83.0,73.0
33031,42,12,19,61.0,46.0
10102,45,11,15,88.0,73.0
13013,45,9,23,88.0,61.0
10705,45,3,12,93.0,74.0
16504,43,5,20,46.0,24.0
21501,43,7,21,84.0,66.0
10705,43,3,11,90.0,71.0
61501,44,6,2,84.0,75.0
22508,41,10,14,75.0,68.0
31501,43,5,5,90.0,71.0
10701,44,8,19,87.0,75.0
32805,43,10,21,87.0,70.0
12701,44,12,26,82.0,62.0
33117,45,2,24,53.0,41.0
50403,43,8,10,87.0,73.0
10701,45,8,14,88.0,74.0
33111,44,3,9,59.0,38.0
32503,44,3,24,84.0,69.0
22509,40,3,21,78.0,62.0
22507,43,11,13,82.0,68.0
33023,45,5,21,89.0,63.0
32504,45,8,30,102.0,80.0
33117,44,10,4,76.0,57.0
34104,45,8,27,88.0,63.0
16405,45,12,12,54.0,30.0
33401,44,2,10,70.0,47.0
50802,43,8,3,77.0,63.0
50303,44,4,19,87.0,71.0
10502,42,10,6,91.0,72.0
11704,42,8,1,91.0,72.0
32501,43,6,11,95.0,77.0
33019,44,8,27,86.0,67.0
13007,44,8,28,96.0,70.0
82502,44,5,15,71.0,46.0
32601,44,7,24,90.0,81.0
20501,41,11,24,87.0,81.0
10701,40,7,6,93.0,77.0
81702,43,12,17,88.0,73.0
11606,45,10,3,89.0,79.0
32501,43,11,4,85.0,72.0
12801,44,1,1,77.0,61.0
31001,45,4,18,104.0,72.0
10803,43,11,11,90.0,72.0
81702,42,10,11,85.0,66.0
11901,43,8,30,77.0,59.0
20501,42,5,20,88.0,79.0
22507,42,8,4,85.0,70.0
12001,44,6,22,95.0,57.0
11103,45,2,18,77.0,65.0
81601,43,9,8,82.0,70.0
11601,42,1,25,84.0,74.0
82501,44,7,28,74.0,45.0
10101,44,3,22,88.0,74.0
13601,45,4,17,69.0,63.0
82405,43,6,30,76.0,45.0
33205,45,6,22,84.0,62.0
50801,43,2,10,86.0,77.0
34150,45,5,22,79.0,65.0
11610,44,8,12,89.0,74.0
16407,44,8,21,47.0,42.0
11604,42,8,22,83.0,75.0
11610,42,6,7,87.0,74.0
22504,43,8,21,88.0,75.0
22504,45,5,7,85.0,70.0
81404,42,10,22,90.0,79.0
82501,43,7,17,66.0,37.0
10502,45,10,25,93.0,68.0
11615,45,4,14,83.0,69.0
16405,41,9,11,50.0,33.0
10101,43,9,1,78.0,72.0
32601,42,11,24,86.0,53.0
12001,43,10,27,83.0,56.0
15027,45,5,10,67.0,43.0
22507,43,7,11,85.0,68.0
22502,42,10,10,87.0,70.0
10701,40,11,30,92.0,75.0
50403,43,11,23,91.0,76.0
60701,44,10,15,92.0,80.0
81601,44,7,2,75.0,70.0
13601,44,4,22,72.0,66.0
11606,44,8,23,91.0,80.0
10502,45,10,26,89.0,70.0
11610,42,2,17,83.0,72.0
22507,43,11,18,85.0,65.0
22507,43,8,30,90.0,69.0
32504,44,11,10,91.0,63.0
11704,43,12,12,90.0,65.0
80504,44,8,29,86.0,76.0
41204,45,7,26,87.0,75.0
31701,45,7,11,85.0,67.0
34123,44,12,23,43.0,37.0
33501,44,12,23,42.0,29.0
20501,42,4,9,91.0,75.0
32904,44,12,7,75.0,58.0
50403,44,5,4,88.0,73.0
22508,42,2,8,82.0,61.0
11701,44,7,11,97.0,75.0
33305,45,12,13,72.0,40.0
13005,44,5,29,91.0,60.0
82501,44,2,26,87.0,67.0
13601,42,10,28,73.0,68.0
33117,45,8,11,85.0,72.0
32701,44,2,10,75.0,43.0
32805,44,9,3,90.0,77.0
30001,43,7,16,82.0,72.0
31001,43,8,25,90.0,72.0
33401,43,12,2,82.0,52.0
22502,45,2,3,81.0,57.0
11902,44,11,12,90.0,69.0
11610,44,5,11,88.0,73.0
13601,42,7,11,85.0,78.0
33307,45,8,25,95.0,69.0
22507,43,4,1,83.0,62.0
32907,45,4,22,86.0,61.0
32301,45,6,10,98.0,68.0
33305,45,3,5,63.0,38.0
10502,45,4,27,91.0,71.0
32904,44,11,23,80.0,51.0
81702,45,8,27,80.0,66.0
32803,44,9,5,90.0,77.0
61501,45,6,18,85.0,74.0
10705,45,1,15,89.0,67.0
11604,43,7,6,86.0,78.0
10701,43,7,4,86.0,74.0
81702,43,1,22,89.0,72.0
22504,40,8,13,86.0,78.0
13002,44,1,26,63.0,45.0
33031,45,7,23,84.0,69.0
13002,44,6,26,78.0,59.0
10002,44,4,6,87.0,75.0
13002,43,7,12,79.0,70.0
10703,43,8,18,84.0,70.0
82503,44,6,6,76.0,56.0
50301,45,7,26,78.0,70.0
16202,43,1,7,31.0,24.0
33401,44,1,24,60.0,39.0
10102,43,7,1,82.0,72.0
33109,44,11,27,72.0,48.0
82403,43,5,20,73.0,48.0
33305,45,3,17,64.0,34.0
50401,43,7,16,87.0,70.0
10705,43,12,28,89.0,72.0
10102,42,12,15,85.0,73.0
11501,45,4,25,83.0,71.0
10002,44,7,27,80.0,74.0
20501,45,6,1,86.0,78.0
12701,43,7,9,90.0,68.0
33003,45,2,16,59.0,46.0
11801,44,7,16,86.0,74.0
61501,44,10,24,77.0,71.0
10804,45,1,15,90.0,63.0
11610,43,2,28,85.0,70.0
33031,45,12,6,68.0,49.0
33303,44,9,29,88.0,65.0
33023,45,6,3,81.0,60.0
60701,44,6,10,89.0,77.0
33109,43,8,24,89.0,72.0
22504,41,10,13,82.0,75.0
33205,45,11,15,77.0,61.0
22508,40,1,30,75.0,56.0
13601,42,4,25,70.0,62.0
11701,44,8,17,93.0,72.0
41207,45,5,17,89.0,75.0
80411,44,3,7,86.0,75.0
22509,40,10,2,85.0,69.0
11606,45,2,6,84.0,71.0
10701,45,3,5,92.0,74.0
31701,44,10,3,85.0,65.0
11801,44,8,2,87.0,73.0
12701,45,5,20,94.0,73.0
60701,43,6,25,88.0,77.0
16405,44,5,11,37.0,25.0
11606,45,3,2,84.0,74.0
10804,44,1,12,91.0,70.0
32601,44,3,8,89.0,62.0
10001,45,8,26,86.0,71.0
34139,45,3,16,60.0,38.0
32702,44,1,16,76.0,50.0
10701,41,5,7,92.0,73.0
11610,44,10,30,88.0,74.0
20501,42,9,1,84.0,72.0
11901,44,7,24,78.0,58.0
33117,45,4,9,62.0,56.0
16407,42,12,12,27.0,21.0
22502,42,8,12,86.0,63.0
16407,44,7,26,44.0,36.0
21501,45,10,9,84.0,68.0
32601,42,8,20,84.0,73.0
82502,45,2,21,83.0,72.0
13002,43,10,12,75.0,55.0
22504,42,11,1,85.0,69.0
32702,44,4,23,105.0,74.0
50801,45,3,18,84.0,75.0
10806,43,9,13,77.0,60.0
13005,45,2,4,77.0,39.0
10002,44,2,27,86.0,74.0
34150,44,12,18,61.0,42.0
16202,44,6,8,52.0,41.0
11610,45,4,29,86.0,73.0
31701,44,10,27,83.0,66.0
22509,40,7,9,84.0,73.0
82502,44,5,27,77.0,47.0
33303,44,12,7,72.0,53.0
13002,45,12,14,69.0,52.0
50801,43,10,26,75.0,66.0
32601,43,5,20,98.0,77.0
16201,45,12,20,44.0,36.0
12101,45,2,19,90.0,59.0
16504,42,7,6,64.0,44.0
10101,45,4,21,92.0,71.0
22502,45,10,5,82.0,68.0
33117,44,5,21,75.0,62.0
33117,44,8,22,92.0,74.0
22508,41,5,20,79.0,62.0
11902,43,7,26,89.0,70.0
82506,45,12,29,83.0,65.0
33501,45,10,10,86.0,61.0
50303,44,5,12,82.0,72.0
16201,44,4,14,40.0,34.0
32803,43,10,26,85.0,65.0
11601,42,1,6,85.0,71.0
82403,44,8,22,81.0,60.0
34022,45,9,24,60.0,46.0
81702,43,3,10,88.0,70.0
13601,43,5,26,77.0,67.0
11902,45,4,29,91.0,68.0
20602,45,2,27,84.0,78.0
20501,43,11,21,89.0,74.0
12701,44,5,26,88.0,70.0
32904,44,12,9,78.0,54.0
50801,44,6,18,74.0,69.0
11801,43,1,15,88.0,70.0
10505,45,2,10,86.0,70.0
12701,43,1,23,87.0,62.0
10001,44,3,4,90.0,74.0
10701,40,2,17,90.0,74.0
11606,44,12,9,82.0,74.0
32501,45,2,7,78.0,65.0
80412,45,2,3,91.0,74.0
20501,44,5,10,88.0,76.0
10703,44,10,2,89.0,78.0
50304,44,6,2,82.0,71.0
22508,42,8,9,81.0,70.0
10102,43,11,7,84.0,71.0
11704,45,8,15,92.0,70.0
12801,45,6,6,95.0,72.0
16101,44,6,13,45.0,38.0
50304,44,11,7,85.0,74.0
13002,43,7,15,81.0,65.0
16101,44,5,24,48.0,40.0
32805,43,1,4,84.0,54.0
10002,45,8,31,80.0,75.0
34123,45,4,12,77.0,45.0
33023,45,12,20,66.0,53.0
50403,45,5,2,87.0,74.0
33003,44,10,17,78.0,50.0
16405,45,6,24,67.0,42.0
12801,44,3,26,93.0,66.0
50403,45,1,3,90.0,74.0
81601,43,7,3,82.0,76.0
16101,44,7,8,57.0,47.0
30001,43,7,4,77.0,72.0
32301,45,4,28,100.0,54.0
11902,45,8,3,91.0,65.0
10701,45,8,10,92.0,75.0
20501,41,12,4,87.0,79.0
11704,45,9,21,89.0,71.0
80509,44,10,1,77.0,71.0
16504,44,12,27,-17.0,-30.0
41204,45,4,17,96.0,72.0
22508,42,12,31,74.0,66.0
16407,44,9,24,40.0,34.0
11615,45,9,3,87.0,71.0
10002,45,12,1,85.0,77.0
22502,42,7,6,84.0,70.0
32601,45,6,30,94.0,81.0
22507,42,6,27,82.0,72.0
32805,42,12,26,73.0,51.0
10701,44,7,25,86.0,73.0
32601,42,8,16,84.0,76.0
34147,45,11,13,52.0,34.0
10102,44,5,24,91.0,72.0
13005,44,12,17,68.0,39.0
10806,44,9,16,77.0,56.0
12001,44,8,24,97.0,62.0
31101,44,2,29,105.0,58.0
12801,44,2,12,89.0,65.0
32701,43,12,22,80.0,49.0
10505,44,4,18,87.0,69.0
32501,43,6,24,91.0,78.0
50304,45,12,18,86.0,76.0
11604,42,10,23,88.0,77.0
16405,45,6,22,61.0,37.0
11604,43,2,13,80.0,75.0
32805,43,11,22,83.0,49.0
13201,44,1,10,64.0,55.0
10802,45,3,17,89.0,74.0
30001,44,2,19,87.0,71.0
10803,44,11,9,87.0,74.0
22508,43,2,16,74.0,62.0
13005,43,2,9,67.0,41.0
11701,43,4,29,90.0,70.0
12701,44,1,12,87.0,66.0
16504,45,4,1,8.0,-8.0
31501,44,5,14,89.0,77.0
80411,45,1,26,91.0,73.0
32503,45,6,20,93.0,87.0
82501,43,9,7,72.0,51.0
22504,43,7,16,85.0,74.0
50302,44,4,22,87.0,73.0
32812,44,11,20,83.0,56.0
61501,43,11,13,83.0,75.0
32701,42,12,21,71.0,44.0
11610,42,2,20,86.0,68.0
10705,45,1,13,88.0,69.0
32701,45,5,10,110.0,82.0
16405,44,7,8,49.0,41.0
11604,43,10,25,87.0,78.0
10704,44,8,11,82.0,72.0
11610,45,6,14,79.0,73.0
11801,44,2,26,88.0,68.0
34139,45,3,5,48.0,34.0
61501,44,7,31,76.0,70.0
10701,45,7,2,88.0,75.0
11801,43,6,27,88.0,72.0
16405,42,10,20,41.0,26.0
32601,43,10,6,101.0,74.0
33406,45,2,11,37.0,11.0
50403,45,5,23,86.0,72.0
32801,44,5,24,114.0,83.0
11610,44,11,10,86.0,71.0
81404,43,1,18,82.0,74.0
41204,45,12,25,79.0,70.0
80412,44,2,7,80.0,76.0
10704,44,10,5,83.0,74.0
32701,43,12,20,78.0,46.0
10502,41,10,26,90.0,72.0
34113,44,12,15,58.0,46.0
16202,42,3,12,36.0,23.0
21501,45,12,17,80.0,59.0
12101,44,3,12,87.0,66.0
11902,44,4,7,95.0,64.0
13601,44,11,20,69.0,57.0
82503,45,6,22,78.0,55.0
10701,44,9,7,87.0,71.0
13005,45,11,22,72.0,49.0
22508,45,8,1,81.0,70.0
50303,44,2,19,87.0,70.0
21501,45,6,26,83.0,68.0
10505,44,10,10,93.0,66.0
22509,41,5,31,82.0,61.0
11801,45,2,7,86.0,70.0
11902,44,4,9,92.0,70.0
33019,44,8,29,85.0,72.0
22508,45,4,13,69.0,62.0
22502,45,4,24,80.0,67.0
12701,44,6,20,84.0,71.0
11704,43,8,2,92.0,69.0
81601,44,11,2,80.0,73.0
50801,45,1,8,81.0,73.0
10505,44,8,18,89.0,68.0
81702,45,1,3,92.0,73.0
11902,44,11,15,87.0,67.0
81404,43,10,19,89.0,78.0
10703,44,7,17,85.0,70.0
11103,45,10,20,86.0,78.0
16405,44,3,1,39.0,17.0
32803,43,12,20,84.0,61.0
33023,45,2,23,58.0,36.0
22507,45,6,1,87.0,67.0
22502,40,11,22,78.0,68.0
11606,44,1,23,84.0,76.0
33013,44,5,13,82.0,52.0
10806,43,8,3,78.0,60.0
81404,44,5,22,85.0,74.0
50801,42,10,29,70.0,64.0
20501,42,8,8,86.0,76.0
40601,45,2,9,86.0,76.0
82403,42,6,28,81.0,51.0
82403,44,7,16,73.0,48.0
41207,45,5,6,93.0,73.0
10802,43,11,19,85.0,71.0
12001,45,5,14,99.0,68.0
10803,41,3,4,89.0,77.0
32815,44,7,6,91.0,80.0
62701,43,4,14,88.0,67.0
22504,41,4,30,84.0,72.0
13013,45,12,14,55.0,44.0
13601,42,2,5,58.0,55.0
22504,43,12,24,83.0,70.0
11610,43,5,21,85.0,73.0
10001,43,1,31,85.0,74.0
50802,43,4,28,87.0,71.0
11701,45,1,6,86.0,65.0
13201,44,8,18,75.0,68.0
11604,45,9,5,87.0,78.0
50802,43,7,19,76.0,63.0
31101,44,6,28,96.0,72.0
22507,43,6,23,85.0,67.0
81702,45,4,20,88.0,74.0
32805,44,11,1,92.0,59.0
50401,45,5,29,87.0,72.0
16407,43,1,25,31.0,23.0
13007,45,3,3,70.0,37.0
50302,45,6,20,85.0,71.0
12101,43,9,8,100.0,74.0
10718,45,10,1,84.0,72.0
60701,44,6,12,92.0,78.0
10505,44,11,28,92.0,68.0
11606,43,8,10,89.0,79.0
10718,42,12,8,86.0,75.0
11604,43,8,6,84.0,75.0
22507,43,2,11,74.0,68.0
32803,43,1,29,71.0,64.0
10803,41,12,18,88.0,74.0
32803,44,2,16,86.0,66.0
32812,45,3,24,103.0,72.0
31401,43,11,23,88.0,61.0
16405,44,6,4,55.0,36.0
81601,45,10,29,85.0,76.0
82503,45,3,27,94.0,70.0
50304,44,4,13,88.0,73.0
11606,42,12,17,85.0,77.0
31101,44,2,26,104.0,67.0
13601,42,5,1,73.0,60.0
82503,43,12,16,98.0,78.0
22509,41,2,22,76.0,64.0
16504,43,6,5,47.0,32.0
10718,44,1,6,89.0,72.0
13601,45,5,30,76.0,65.0
16202,43,2,1,29.0,23.0
20501,43,7,25,87.0,76.0
32503,44,12,11,71.0,62.0
11704,44,3,21,88.0,63.0
10806,45,2,20,69.0,60.0
50303,43,12,15,85.0,70.0
50303,44,6,17,82.0,69.0
20602,45,2,2,82.0,73.0
12801,44,3,4,86.0,64.0
33031,43,12,11,60.0,51.0
10704,44,9,26,85.0,73.0
33305,44,10,21,81.0,53.0
33205,45,5,28,86.0,66.0
22504,45,5,13,85.0,68.0
33013,43,5,20,72.0,41.0
22509,41,7,24,84.0,68.0
32301,44,1,11,73.0,37.0
20501,44,2,18,89.0,76.0
32701,44,7,30,97.0,78.0
22507,44,10,14,83.0,70.0
11604,43,12,20,83.0,74.0
10806,43,11,3,77.0,63.0
11704,42,11,27,90.0,70.0
60701,43,12,23,86.0,78.0
10804,44,4,27,93.0,73.0
32601,43,3,29,87.0,69.0
12701,43,9,15,93.0,73.0
50801,43,7,6,77.0,70.0
34005,45,3,22,64.0,47.0
10704,43,10,6,85.0,73.0
80411,43,11,15,86.0,75.0
81601,44,2,15,90.0,72.0
10002,44,4,20,86.0,74.0
33109,43,9,18,85.0,71.0
13007,44,11,23,74.0,45.0
60701,45,10,28,92.0,77.0
33305,44,9,14,104.0,70.0
11615,45,6,20,86.0,74.0
